"","first_name","last_name","team","position","floor","ceiling","points_vor","adp","rank"
"151","Austin","Hooper","ATL","TE",77.8346,116.746967142682,-15.9040827150482,166.526,154
"152","Hunter","Henry","LAC","TE",4.166,134.846,-16.191236199778,125.99,155
"153","Chris","Carson","SEA","RB",86.59,159.834,-16.5145,92.365,156
"154","DeSean","Jackson","TBB","WR",115.845010945546,153.6,-16.7465653722244,163.936,157
"155","Green Bay","Packers","GBP","DST",82.225,123.75,-16.7508333333333,197.6375,158
"156","Bilal","Powell","NYJ","RB",87.1,161.696,-16.8437273811955,143.001666666667,159
"157","Atlanta","Falcons","ATL","DST",73.62,114.55,-16.9483333333333,188.434,160
"158","Alfred","Morris","SFO","RB",64.82,178.06,-17.9067744824328,129.071666666667,161
"159","James","White","NEP","RB",105.2875,140.921,-18.2635,117.375,162
"160","Kansas City","Chiefs","KCC","DST",76.31,111.745,-18.5408333333333,170.382,163
"161","Kenny","Golladay","DET","WR",109.681,144.926048776696,-19.0663650616654,143.903333333333,164
"162","Marcus","Mariota","TEN","QB",282.27,322.7653,-19.0706666666667,138.248333333333,165
"163","Tampa Bay","Buccaneers","TBB","DST",72.3375,107,-19.1858333333333,264.885,166
"164","Keelan","Cole","JAC","WR",111.104544827104,159.581,-19.3291587198639,138.136666666667,167
"165","Buffalo","Bills","BUF","DST",76.555,108.1005,-19.9233333333333,215.54,168
"166","Mohamed","Sanu","ATL","WR",103.656,138.8455,-20.2128730645321,158.906666666667,169
"167","Cincinnati","Bengals","CIN","DST",72.035,123.9605,-20.2708333333333,218.28,170
"168","Tennessee","Titans","TEN","DST",79.8,116.8085,-20.3558333333333,179.04,171
"169","Dak","Prescott","DAL","QB",283.32304,331.3395,-20.8556666666667,137.055,172
"170","Giovani","Bernard","CIN","RB",100.1,161.2375,-21.0942372397812,143.663333333333,173
"171","Dallas","Cowboys","DAL","DST",73.84,114.7,-21.4258333333333,195.045,174
"172","Josh","Doctson","WAS","WR",106.49445,155.4,-21.8907881445017,147.646666666667,175
"173","Miami","Dolphins","MIA","DST",73.205,106.89925,-22.2308333333333,259.24,176
"174","Devontae","Booker","DEN","RB",96.3476,150.64,-22.628,139.501666666667,177
"175","Tyrell","Williams","LAC","WR",102.1905,142.5165,-23.1073344479192,180.5325,178
"176","Antonio","Gates","LAC","TE",61.3045,119.07,-23.2525066361444,186.93,179
"177","Rashaad","Penny","SEA","RB",73.3734,155.1425,-23.2562205989091,87.4933333333333,180
"178","Mike","Gesicki","MIA","TE",55.819124893918,114.490521705227,-23.5843974444739,165.412,181
"179","DeAngelo","Williams","FA","RB",113.9,113.9,-24.1835,NA,182
"180","Allen","Hurns","DAL","WR",107.24135,150.6335,-24.7184650418209,129.78,183
"181","New York","Giants","NYG","DST",70.405,99.287,-25.0633333333333,214.09,184
"182","Carson","Palmer","FA","QB",295.6,295.6,-25.4306666666666,NA,185
"183","Vernon","Davis","WAS","TE",55.077,133.425,-26.158736199778,213.306666666667,186
"184","San Francisco","49ers","SFO","DST",62.115,120.2,-26.2008333333333,216.51,187
"185","Ted","Ginn Jr.","NOS","WR",65.66,151.061,-26.950519473259,189.7875,188
"186","Rishard","Matthews","TEN","WR",87.4331,146.545,-27.4859876632005,165.163333333333,189
"187","Theo","Riddick","DET","RB",94.07265,132.5225,-27.956,138.05,190
"188","New York","Jets","NYJ","DST",57.795,107.5005,-28.7383333333333,256.735,191
"189","Blake","Bortles","JAC","QB",280.099666666667,307.037,-29.5051666666667,178.8025,192
"190","Hayden","Hurst","BAL","TE",62.5128485564304,120.387915289614,-30.7241756126008,177.003333333333,193
"191","Dede","Westbrook","JAC","WR",84.544,164.945455885333,-30.7548685965248,154.036,194
"192","Danny","Amendola","MIA","WR",84.4437350855957,185.3115,-31.2799937944365,177.932,195
"193","Derek","Carr","OAK","QB",266.26779,337.208,-31.4490666666666,136.636666666667,196
"194","Cleveland","Browns","CLE","DST",63.06,98.2585,-31.6633333333333,197.9275,197
"195","Cameron","Meredith","NOS","WR",94.63995,152.134739410787,-31.8370447110674,135.602,198
"196","Mike","Wallace","PHI","WR",82.079,161.368789522078,-32.5575653722244,210.746666666667,199
"197","Oakland","Raiders","OAK","DST",65.035,104.6875,-32.8233333333333,217.006666666667,200
"198","Paul","Richardson","WAS","WR",73.2456,148.467285928033,-33.2939458805253,166.595,201
"199","Andy","Dalton","CIN","QB",258.302,318.81,-33.5144166666666,167.336,202
"200","Tyler","Lockett","SEA","WR",93.0490418846559,145.86225724748,-33.9205954770827,151.741666666667,203
"201","C.J.","Anderson","CAR","RB",82.12,152.8955,-35.1835,121.345,204
"202","Calvin","Ridley","ATL","WR",70.207,159.218304355024,-35.5196240102232,132.235,205
"203","John","Ross","CIN","WR",91.4060820340195,125.847,-35.5287663188681,163.88,206
"204","Indianapolis","Colts","IND","DST",61.425,100.4405,-38.0383333333333,150.78,208
"205","Javorius","Allen","BAL","RB",74.2748,135.506,-38.1685,197.03,209
"206","D.J.","Moore","CAR","WR",62.5535,154.9,-38.5842926449517,134.163333333333,211
"207","John","Brown","BAL","WR",83.637,146.473150492324,-38.8477446395666,147.25,212
"208","Ryan","Griffin","HOU","TE",39.9773676132003,85.4453771297007,-38.8556333601771,259.265,213
"209","Corey","Clement","PHI","RB",87.80155,113.937629938851,-39.3283726348566,137.313333333333,214
"210","Mike","Williams","LAC","WR",56.701452833638,160.325204486207,-39.903468656896,130.226666666667,215
"211","Ty","Montgomery","GBP","RB",79.47,113.422,-39.9335,132.973333333333,216
"212","Luke","Willson","DET","TE",50.45511359447,101.758286562076,-42.2201357556965,269.14,217
"213","Case","Keenum","DEN","QB",261.72262,297.408,-42.8106666666666,174.164,218
"214","Eli","Manning","NYG","QB",249.7318,301.353,-43.6654166666667,158.038333333333,219
"215","Ronald","Jones","TBB","RB",66.2255,158.7455,-43.8600919368386,102.626666666667,220
"216","Blake","Jarwin","DAL","TE",4.564,98.239478013203,-43.8875615009829,150.83,221
"217","Austin","Ekeler","LAC","RB",78.0741,110.275,-44.1685,156.104,222
"218","Donte","Moncrief","JAC","WR",87.9657,127.462137649116,-44.5005427673764,214.426666666667,223
"219","Quincy","Enunwa","NYJ","WR",83.936,127.7012,-44.8574308737442,237.845,224
"220","Ryan","Grant","IND","WR",78.916,140.98205962133,-44.8698488530378,236.835,225
"221","Ryan","Grant","IND","WR",78.916,140.98205962133,-44.8698488530378,236.835,225
"222","Michael","Gallup","DAL","WR",61.15085,161.561436041887,-45.6361010865102,134.878333333333,226
"223","Chris","Godwin","TBB","WR",79.6856498277842,141.834016742323,-45.8610539043345,151.995,227
"224","Ryan","Tannehill","MIA","QB",245.343,300.203,-46.3208666666667,240.44,228
"225","Nick","Vannett","SEA","TE",43.6303715394567,107.961628825046,-46.4296644015892,271.505,229
"226","Nick","Chubb","CLE","RB",45.9782,129.275,-46.7135,125.735,230
"227","Tyler","Higbee","LAR","TE",49.983,80.3026292657704,-47.0294147210161,263.56,231
"228","Aaron","Jones","GBP","RB",68.96,138.294843274489,-47.1649263688425,120.798333333333,232
"229","Doug","Martin","OAK","RB",72.445,190.55,-47.17825,153.508333333333,233
"230","T.J.","Yeldon","JAC","RB",71.6656,115.5702,-48.1935,173.58,234
"231","Jermaine","Kearse","NYJ","WR",80.552,117.3054,-48.5543153722244,260.135,235
"232","Latavius","Murray","MIN","RB",62.9604127683012,142.6925,-49.1385,140.431666666667,236
"233","Christian","Kirk","ARI","WR",37.07745,133.706384564832,-49.8458285609837,193.2225,238
"234","Garrett","Celek","SFO","TE",40.8182,91.28,-50.006236199778,150.85,239
"235","Courtland","Sutton","DEN","WR",50.72305,133.699168918307,-50.290269917679,172.958333333333,240
"236","Mitchell","Trubisky","CHI","QB",218.01633,312.4092,-51.2431666666666,169.663333333333,241
"237","Dallas","Goedert","PHI","TE",40.6182,91.1392264983173,-51.3217200707458,251.46,242
"238","Jake","Butt","DEN","TE",10.988,95.0043592373755,-51.4742362340203,255.865,243
"239","Ed","Dickson","SEA","TE",25.8084,103.86,-51.966236199778,278.99,245
"240","James","Washington","PIT","WR",59.0563373719486,136.007955207491,-52.1566834989196,242.63,246
"241","Geronimo","Allison","GBP","WR",63.96275,146.838392346223,-52.4706688266659,188.1075,247
"242","Anthony","Miller","CHI","WR",54.8967,129.463092330036,-52.8377850691941,156.261666666667,248
"243","Shane","Vereen","NOS","RB",4.195,79.705,-53.1835,260.97,249
"244","Terrance","Williams","DAL","WR",77.8209619286531,117.452,-53.9273727098125,248.6,250
"245","Tyler","Kroft","CIN","TE",36.94215,95.7300654574568,-53.9428877252531,270.5,251
"246","Albert","Wilson","MIA","WR",61.813,140.713893469472,-54.3017587534605,253.13,252
"247","Jesse","James","PIT","TE",38.2792,80.2297298456261,-55.092711328423,134.48,253
"248","Frank","Gore","MIA","RB",58.35,149.8,-55.1163854092451,180.428,254
"249","Brandon","Marshall","SEA","WR",49.5104,178.49,-55.6369023287462,244.57,255
"250","Jordan","Wilkins","IND","RB",50.8042,121.720110020045,-56.5185,149.058333333333,256
"251","Darren","Sproles","PHI","RB",66.86,145.978743283183,-56.72975,216.316666666667,257
"252","Chris","Ivory","BUF","RB",53.8906,136.235,-57.5285,227.245,258
"253","Travis","Benjamin","LAC","WR",58.07525,105.3815,-58.2082658366207,254.93,259
"254","Jermaine","Gresham","ARI","TE",39.0105869971936,90.6535979887745,-58.3497043943524,150.49,260
"255","Jordan","Akins","HOU","TE",27.2754,94.5222796029204,-58.991236199778,263.15,261
"256","Taywan","Taylor","TEN","WR",40.9948,144.044886331801,-59.3900102206457,237.795,262
"257","Gerald","Everett","LAR","TE",25.1053525798526,82.5946753147322,-59.985784111326,274.51,263
"258","Spencer","Ware","KCC","RB",47.406,119.114,-60.14,178.786,264
"259","Martavis","Bryant","FA","WR",85.42,85.42,-60.8543153722244,174.9225,265
"260","Jaylen","Samuels","PIT","RB",23.3149,86.1439,-61.117986199778,150.97,266
"261","Jeff","Heuerman","DEN","TE",31.072,86.588,-61.876236199778,269.945,267
"262","Chris","Herndon","NYJ","TE",24.84185,76.6359036313895,-61.998523323734,150.99,268
"263","Nyheim","Hines","IND","RB",36.068,103.07,-62.0635,177.086666666667,269
"264","Jonnu","Smith","TEN","TE",31.824,63.7298195876289,-62.6317310451389,150.9,270
"265","LeGarrette","Blount","DET","RB",44.74,97.955,-62.846,143.805,271
"266","Jameis","Winston","TBB","QB",232.328,285.6616,-63.2121666666667,158.706,272
"267","Adam","Humphries","TBB","WR",53.0546,105.088,-64.1828153722244,150.96,274
"268","D'Onta","Foreman","HOU","RB",48.632,138.76,-64.9685,157.406,275
"269","J.J.","Nelson","ARI","WR",71.2924,103.272,-64.9819727701817,258.5,276
"270","Ronnie","Hillman","FA","RB",72.6,72.6,-65.4835,NA,277
"271","Zay","Jones","BUF","WR",51.2124,121.210309357634,-65.5597917078553,259.255,278
"272","Brandon","LaFell","OAK","WR",39.0869293139293,120.1274,-67.1936053930145,150.89,280
"273","Cole","Beasley","DAL","WR",48.263,92.9069696321642,-69.9592935587086,207.8,281
"274","Virgil","Green","LAC","TE",25.1526,58.876,-70.051236199778,268.88,282
"275","Terrelle","Pryor","NYJ","WR",32.4245,132.558547895454,-70.5165143858819,248.33,284
"276","Chester","Rogers","IND","WR",62.2604,112.658127316645,-70.6057330779284,150.97,285
"277","Marcedes","Lewis","GBP","TE",13.503,82.4799999999999,-70.798736199778,150.93,286
"278","Kenneth","Dixon","BAL","RB",37.675,91.24235,-71.2255,243.965,287
"279","Trent","Taylor","SFO","WR",56.7196,93.39,-71.4412322193444,262.11,288
"280","Seth","DeValve","CLE","TE",16.9760809284818,87.9070734002509,-71.7978146188496,150.99,289
"281","Seth","DeValve","CLE","TE",16.9760809284818,87.9070734002509,-71.7978146188496,150.99,289
"282","Rod","Smith","DAL","RB",45.804,92.2804,-71.8255,250.66,290
"283","Mark","Andrews","BAL","TE",8.2570396039604,66.8328217821782,-72.4774193680949,150.96,291
"284","Mark","Andrews","BAL","TE",8.2570396039604,66.8328217821782,-72.4774193680949,150.96,291
"285","Eddie","Lacy","FA","RB",8.42000000000001,153.59,-72.6585,150.89,292
"286","Phillip","Dorsett","NEP","WR",41.32,110.482,-72.9613378049263,299.87,293
"287","Nick","Boyle","BAL","TE",16.9091631663974,54.9156316639742,-73.5166966198103,150.96,294
"288","Nick","Boyle","BAL","TE",16.9091631663974,54.9156316639742,-73.5166966198103,150.96,294
"289","Antonio","Callaway","CLE","WR",19.9012,115.2407742322,-73.6561072530055,150.84,295
"290","A.J.","Derby","MIA","TE",8.94,69.76,-73.758236199778,150.96,296
"291","Taylor","Gabriel","CHI","WR",53.686,106.353912200195,-74.0764606585642,274.49,297
"292","Wayne","Gallman","NYG","RB",40.986,87.28,-74.0785,251.205,298
"293","Tre'Quan","Smith","NOS","WR",18.044,128.931513705015,-74.3009062813153,241.52,299
"294","Seth","Roberts","OAK","WR",59.8625,99.825,-74.3518153722244,150.97,300
"295","Joe","Flacco","BAL","QB",203.925,270.84,-74.5691666666666,246.09,301
"296","Tyler","Boyd","CIN","WR",56.02,101.9386,-74.7137146407401,261.715,302
"297","Willie","Snead","BAL","WR",32.4382,97.7644370860927,-75.3562011338138,263.6,304
"298","Josh","Hill","NOS","TE",23.5918516902944,46.0465478735005,-76.0896440514683,150.93,305
"299","Demetrius","Harris","KCC","TE",29.829,51.93,-76.092486199778,150.94,306
"300","Chad","Williams","ARI","WR",14.34265,95.6965,-76.7028153722244,150.95,308
"301","Adam","Shaheen","CHI","TE",21.32095,54.6305483028721,-76.743804737637,150.89,309
"302","Torrey","Smith","CAR","WR",42.189,145.33,-76.9493153722244,256.185,310
"303","Rhett","Ellison","NYG","TE",12.52,46.3856,-77.038736199778,150.97,311
"304","Jonathan","Stewart","NYG","RB",28.745,103.94,-77.1337753211953,242.105,312
"305","Kevin","White","CHI","WR",17.5245,119.11476847817,-77.6418153722244,253.15,313
"306","Dwayne","Allen","NEP","TE",13.5855,79.285,-78.037236199778,150.26,314
"307","Jordan","Leggett","NYJ","TE",3.556,67.3644444444444,-78.3588750886669,150.94,315
"308","Kyle","Juszczyk","SFO","RB",6.6493,78.14175,-79.235,150.81,317
"309","Ian","Thomas","CAR","TE",12.5594117647059,45.8077509803922,-79.9632705135035,150.9,318
"310","Chase","Edmonds","ARI","RB",18.7605,81.3035657836599,-80.0665,235.68,319
"311","Chase","Edmonds","ARI","RB",18.7605,81.3035657836599,-80.0665,235.68,319
"312","C.J.","Prosise","SEA","RB",21.51,90.9396672721595,-80.314,251.745,320
"313","Bruce","Ellington","HOU","WR",38.4216,103.080362012592,-80.558726197757,150.84,321
"314","Dion","Sims","CHI","TE",17.332,45.7432,-80.775236199778,150.97,322
"315","Will","Dissly","SEA","TE",16.0416888217523,53.56925,-80.970231668056,150.98,323
"316","Richard","Rodgers","PHI","TE",17.8385413669065,46.809082733813,-81.4969448328716,150.58,324
"317","Will","Tye","FA","TE",22.9515,31.6185,-82.336236199778,150.92,325
"318","Jeremy","Hill","NEP","RB",21.706,94.7,-82.7115,202.78,327
"319","Levine","Toilolo","DET","TE",7.13925,41.586,-83.4828725634144,150.95,328
"320","Samaje","Perine","WAS","RB",16.191,111.5045,-83.9135,169.703333333333,329
"321","Cordarrelle","Patterson","NEP","WR",45.35505,92.57,-84.0498535175125,256.995,330
"322","Darren","Fells","CLE","TE",10.9535,39.8065,-84.552736199778,150.98,332
"323","Darren","Fells","CLE","TE",10.9535,39.8065,-84.552736199778,150.98,332
"324","Rico","Gathers","DAL","TE",2.088,40.0499259414226,-84.6603177897362,150.58,333
"325","Jeremy","Kerley","BUF","WR",38.06,101.996,-85.4583153722244,150.99,334
"326","Geoff","Swaim","DAL","TE",4.5661,73.74585,-85.554012319181,150.92,335
"327","Lance","Kendricks","GBP","TE",10.9584,38.32,-85.710736199778,150.81,336
"328","Mychal","Rivera","FA","TE",14.165,33.335,-85.971236199778,NA,337
"329","Corey","Grant","JAC","RB",35.6308,73.1,-86.1335,258.665,338
"330","Jalen","Richard","OAK","RB",18.4292,81.92,-86.2735,256.5,339
"331","Niles","Paul","JAC","TE",8.3305,36.23155,-86.3849109718145,150.94,340
"332","David","Morgan","MIN","TE",4.99695,38.7636142857143,-86.4239147712066,NA,341
"333","Jaron","Brown","SEA","WR",42.2798,106.68,-87.1343153722244,268.835,342
"334","Dante","Pettis","SFO","WR",24.908,125.675785017902,-87.1932324845239,254.92,343
"335","Maxx","Williams","BAL","TE",5.03964285714286,46.6591392776531,-87.334490168032,150.91,344
"336","Troy","Fumagalli","DEN","TE",3.9025,45.63,-87.833736199778,150.96,345
"337","Dalton","Schultz","DAL","TE",12.5157509881423,82.9848797447899,-88.0008765159836,150.95,346
"338","Cody","Latimer","NYG","WR",30.5266,69.2833553191489,-88.2215420498022,150.94,347
"339","D.J.","Chark","JAC","WR",16.5232,112.788278025385,-88.6516010865101,150.88,348
"340","Alfred","Blue","HOU","RB",18.096,92.8728,-88.6585,257.435,349
"341","James","O'Shaughnessy","JAC","TE",8.60196721311475,29.8519715846995,-88.8773072380294,150.97,350
"342","Eric","Tomlinson","NYJ","TE",10.097886123348,62.8452511013216,-89.1370996359014,NA,351
"343","Phillip","Lindsay","DEN","RB",6.774,98.8696500168205,-89.2855,150.94,352
"344","Laquon","Treadwell","MIN","WR",32.24445,84.5726772853185,-89.6241020758255,150.81,353
"345","Rob","Kelley","WAS","RB",23.8253,72.3868573297727,-90.1019448885912,200.643333333333,354
"346","Tre","McBride","FA","WR",10.9339606741573,100.645252808989,-90.4847086306514,150.99,355
"347","Tre","McBride","FA","WR",10.9339606741573,100.645252808989,-90.4847086306514,150.99,355
"348","Rashad","Jennings","FA","RB",47.5,47.5,-90.5835,NA,356
"349","Logan","Thomas","BUF","TE",3.84,35.82,-90.900486199778,150.99,357
"350","Logan","Thomas","BUF","TE",3.84,35.82,-90.900486199778,150.99,357
"351","Chris","Conley","KCC","WR",24.0965,88.394668954975,-91.0136469453206,150.93,358
"352","Erik","Swoope","IND","TE",12.5397264770241,53.233697155361,-91.1473084098437,150.92,359
"353","Tavon","Austin","DAL","WR",32.628,62.703,-91.2975,263.105,360
"354","Curtis","Samuel","CAR","WR",14.232,117.309978307994,-91.5916416321714,150.86,361
"355","Durham","Smythe","MIA","TE",14.176,20.64,-92.301236199778,150.99,362
"356","Jerell","Adams","NYG","TE",2.8,26.2275,-92.371236199778,150.93,363
"357","James","Conner","PIT","RB",24.9908,73.1521873619732,-93.5738231471745,164.951666666667,364
"358","Ameer","Abdullah","DET","RB",4.692,92.924,-93.9485,251.125,365
"359","Michael","Roberts","DET","TE",3.05371428571429,28.7121142857143,-94.079736199778,150.98,366
"360","Jacob","Hollister","NEP","TE",4.0405,39.979,-94.2409714938957,150.96,367
"361","Jacob","Hollister","NEP","TE",4.0405,39.979,-94.2409714938957,150.96,367
"362","Kerwynn","Williams","FA","RB",38.646,51.057,-94.296,150.97,368
"363","Gavin","Escobar","FA","TE",1.536,42.81,-94.336236199778,150.96,369
"364","Gavin","Escobar","FA","TE",1.536,42.81,-94.336236199778,150.96,369
"365","MarQueis","Gray","MIA","TE",2.3952,40.9862553191489,-94.4994808806291,150.99,370
"366","Knile","Davis","FA","RB",43.4,43.4,-94.6835,NA,371
"367","Eric","Saubert","ATL","TE",2.268,30.8305,-95.008736199778,150.97,372
"368","Lee","Smith","OAK","TE",2.2764,69.764,-95.561986199778,229.24,373
"369","Tyrod","Taylor","CLE","QB",185.9988,275.70704,-95.6081666666666,186.24,374
"370","Jordan","Thomas","HOU","TE",5.79834645669291,24.1363543307087,-95.8258759635576,150.92,375
"371","Ryan","Izzo","NEP","TE",11.0575,15.6925,-96.246236199778,150.99,376
"372","Tyler","Conklin","MIN","TE",7.71562068965517,29.0478275862069,-96.5286499928815,150.99,377
"373","Ben","Koyack","FA","TE",1.284,17.725,-96.706236199778,150.98,378
"374","Ben","Koyack","FA","TE",1.284,17.725,-96.706236199778,150.98,378
"375","Troy","Niklas","FA","TE",9.494,16.226,-96.861236199778,150.99,379
"376","Troy","Niklas","FA","TE",9.494,16.226,-96.861236199778,150.99,379
"377","Neal","Sterling","NYJ","TE",2.046,73.6855554448778,-96.932736199778,150.98,380
"378","Neal","Sterling","NYJ","TE",2.046,73.6855554448778,-96.932736199778,150.98,380
"379","Neal","Sterling","NYJ","TE",2.046,73.6855554448778,-96.932736199778,150.98,380
"380","Derek","Carrier","OAK","TE",6.04,22.83125,-97.113736199778,150.97,381
"381","C.J.","Uzomah","CIN","TE",2.884,27.1594092643052,-97.1252484613584,NA,382
"382","Danny","Woodhead","FA","RB",40.4,40.4,-97.6835,NA,383
"383","Jeremy","Sprinkle","WAS","TE",5.2711,18.7586,-99.421486199778,150.97,384
"384","Khari","Lee","BUF","TE",1.425,28.87675,-99.726236199778,NA,386
"385","Brandon","Williams","FA","TE",9.8,9.8,-99.821236199778,NA,387
"386","T.J.","Jones","DET","WR",30.762,74.75865,-100.114276910686,150.97,388
"387","Alan","Cross","TBB","TE",1.1725,14.576,-100.2832483949,NA,389
"388","Tavon","Austin","DAL","WR",12.9765809876888,118.9575,-100.500815372224,263.105,390
"389","Harry","Douglas","FA","WR",13.92,77.28,-100.774315372224,NA,391
"390","Daniel","Brown","CHI","TE",0.678,19.432,-100.789736199778,150.97,392
"391","Logan","Paulsen","ATL","TE",0.08925,17.4675,-100.967486199778,150.97,393
"392","Mike","Tolbert","FA","RB",29.545,46.555,-101.0335,150.98,394
"393","Jacquizz","Rodgers","TBB","RB",18.4228,74.54,-101.229,150.83,395
"394","Xavier","Grimble","PIT","TE",4.6577,14.0424,-101.267301773549,150.98,396
"395","Xavier","Grimble","PIT","TE",4.6577,14.0424,-101.267301773549,150.98,396
"396","Elijhaa","Penny","FA","RB",36.6,36.6,-101.4835,150.98,398
"397","Elijah","McGuire","NYJ","RB",20.93825,73.98,-101.5185,261.03,399
"398","Bucky","Hodges","FA","TE",6.75,9.45,-101.521236199778,150.95,400
"399","Orleans","Darkwa","FA","RB",17.355,56.145,-101.5335,150.95,401
"400","Malcolm","Mitchell","FA","WR",44.74,44.74,-101.534315372224,150.91,402
"401","Mike","Gillislee","NOS","RB",22.5185,72.4174484699486,-101.5685,257.255,403
"402","Luke","Stocker","TEN","TE",1.092,50.39,-101.840486199778,150.98,404
"403","J.D.","McKissic","SEA","RB",18.5226,76.97,-102.0795,260.08,406
"404","J.D.","McKissic","SEA","RB",18.5226,76.97,-102.0795,260.08,406
"405","Kalen","Ballage","MIA","RB",12.9465,88.8505818934385,-102.12,236.315,407
"406","Markus","Wheaton","FA","WR",14.87,86.24,-102.149315372224,150.95,408
"407","Mason","Schreck","CIN","TE",0.730000000000001,7.3,-102.321236199778,NA,409
"408","Gabe","Holmes","ARI","TE",0.37,11.1658,-102.371705979998,NA,410
"409","Mack","Hollins","PHI","WR",28.58795,67.849,-102.457249582751,150.96,411
"410","Antony","Auclair","TBB","TE",0.873,11.3928708860759,-102.673856452943,150.99,412
"411","Chris","Manhertz","CAR","TE",0.972,8.9694,-102.781390045932,150.96,413
"412","Robert","Turbin","IND","RB",18.17,64.79,-103.1335,150.92,414
"413","John","Kelly","LAR","RB",4.109,62.93,-103.35475,217.863333333333,416
"414","Mo","Alie-Cox","FA","TE",0.3065,5.8235,-103.491236199778,NA,417
"415","Phillip","Supernaw","FA","TE",5.8,5.8,-103.821236199778,151,418
"416","Malcolm","Brown","LAR","RB",19.888,47.22,-103.9675,250.49,419
"417","Darrell","Daniels","SEA","TE",0.516,10.2322,-103.969440745233,151,420
"418","Sean","Culkin","LAC","TE",0.0028,11.2363063829787,-104.020220242331,151,421
"419","Brandon","Coleman","FA","WR",42.06,42.06,-104.214315372224,150.96,422
"420","Brandon","Coleman","FA","WR",42.06,42.06,-104.214315372224,150.96,422
"421","Boston","Scott","NOS","RB",12.51855,66.5605,-104.406,251.055,423
"422","Boston","Scott","NOS","RB",12.51855,66.5605,-104.406,251.055,423
"423","Orson","Charles","CLE","TE",0.188,8.14,-104.691236199778,NA,424
"424","Ben","Braunecker","CHI","TE",0.36,11.0139692307692,-104.918120815163,NA,425
"425","Matt","LaCosse","DEN","TE",0.042,7.08,-105.501236199778,NA,427
"426","Tim","Wright","FA","TE",0.195,3.705,-105.721236199778,150.98,428
"427","Tim","Wright","FA","TE",0.195,3.705,-105.721236199778,150.98,428
"428","Bennie","Fowler","FA","WR",40.28,40.28,-105.994315372224,150.98,429
"429","Bennie","Fowler","FA","WR",40.28,40.28,-105.994315372224,150.98,429
"430","John","Phillips","FA","TE",2.65,2.65,-106.971236199778,150.99,430
"431","Colin","Kaepernick","FA*","QB",213.84,213.84,-107.190666666667,150.9,431
"432","Ifeanyi","Momah","ARI","TE",1.95,1.95,-107.671236199778,NA,432
"433","Randall","Telfer","FA","TE",1.69,1.69,-107.931236199778,NA,433
"434","Benny","Cunningham","CHI","RB",11.218,49.166,-108.105,150.95,434
"435","DeAndre","Washington","OAK","RB",8.11,73.968,-108.50625,259.77,436
"436","Keke","Coutee","HOU","WR",12.933,50.5500287769784,-108.71843407726,150.97,437
"437","Chris","Moore","BAL","WR",16.83595,63.855410879955,-108.831234264549,150.98,438
"438","Chris","Moore","BAL","WR",16.83595,63.855410879955,-108.831234264549,150.98,438
"439","Justin","Hardy","ATL","WR",18.7205,68.7367,-108.937454173486,150.91,439
"440","Rashard","Higgins","CLE","WR",14.532277693475,98.8744009177667,-108.980133554043,150.91,440
"441","Dan","Arnold","NOS","TE",-0.836,-0.044,-109.201236199778,150.99,441
"442","Blake","Bell","FA","TE",0.38,0.38,-109.241236199778,150.94,442
"443","Jace","Amaro","FA","TE",0.00800000000000001,0.152,-109.461236199778,150.99,443
"444","Jace","Amaro","FA","TE",0.00800000000000001,0.152,-109.461236199778,150.99,443
"445","Clark","Harris","CIN","TE",0.1,0.1,-109.521236199778,150.99,444
"446","Tyrone","Swoopes","FA","TE",0.1,0.1,-109.521236199778,150.98,444
"447","Cole","Wick","SFO","TE",0.0031,0.0540433962264151,-109.577434312986,NA,446
"448","Henry","Krieger-Coble","FA","TE",0.035,0.035,-109.586236199778,NA,447
"449","Zach","Miller","CHI","TE",0,0,-109.621236199778,150.92,448
"450","Michael","Hoomanawanui","NOS","TE",0,0,-109.621236199778,150.96,448
"451","Michael","Hoomanawanui","NOS","TE",0,0,-109.621236199778,150.96,448
"452","Ross","Travis","IND","TE",0,0,-109.621236199778,NA,448
"453","Cethan","Carter","CIN","TE",0,0,-109.621236199778,150.99,448
"454","Robert","Tonyan","GBP","TE",0,0,-109.621236199778,150.99,448
"455","Robert","Tonyan","GBP","TE",0,0,-109.621236199778,150.99,448
"456","Shane","Smith","NYG","RB",0,0,-109.621236199778,150.99,448
"457","Austin","Roberts","LAC","TE",0,0,-109.621236199778,NA,448
"458","Cole","Hunt","FA","TE",0,0,-109.621236199778,150.99,448
"459","Ryan","Hewitt","FA","RB",-0.038,-0.002,-109.641236199778,150.99,449
"460","Ryan","Hewitt","FA","RB",-0.038,-0.002,-109.641236199778,150.99,449
"461","Hakeem","Valles","DET","TE",-0.19,-0.01,-109.721236199778,NA,450
"462","Jason","Croom","BUF","TE",-0.19,-0.01,-109.721236199778,150.99,450
"463","Mike","Davis","SEA","RB",8.0206,55.523,-110.47725,150.91,451
"464","Andre","Holmes","BUF","WR",23.0077,56.467,-110.613565372224,150.98,452
"465","Mark","Walton","CIN","RB",3.15,59.4538,-110.8165,150.98,453
"466","Seth","DeValve","CLE","TE",29.26535,39.80165,-111.660815372224,150.99,454
"467","Seth","DeValve","CLE","TE",29.26535,39.80165,-111.660815372224,150.99,454
"468","Andre","Ellington","FA","RB",14.675,34.025,-113.7335,150.98,455
"469","Andre","Ellington","FA","RB",14.675,34.025,-113.7335,150.98,455
